"id","status","species","common_name","scientific_name","year_nominated","circumference","height","spread","total_points","state","location"
"2648","Champion","ACACIA","Blackbrush","Acacia rigidula","1999","21","28","39","59","AZ","Glendale"
"5060","Champion","ACACIA","Koa","Acacia koa","2012","343","115","93","481","HI","Kona Hema Preserve"
"5731","Champion","ACACIA","Whitethorn","Vachellia constricta","2016","13","16.5","18.5","34","AZ","Marana"
"6326","Champion","AILANTHUS","Tree-of-heaven","Ailanthus altissima","2018","194","58","66","269","PA","Philadelphia"
"2651","Champion","ALASKA-CEDAR","","Cupressus nootkatensis","1979","454","124","28","585","WA","Olympic NP"
"2652","Champion","ALDER","Arizona","Alnus oblongifolia","1982","199","128","58","342","NM","Cibola NF"
"5000","Champion","ALDER","European","Alnus glutinosa","2011","106","95","40","211","IA","Davenport"
"5792","Champion","ALDER","Hazel","Alnus serrulata","2016","29","44","47","85","VA","Northampton County"
"2656","Champion","ALDER","Mountain","Alnus incana ssp. tenuifolia","1995","94","71","39","175","WA","Umatilla NF"
"5758","Champion","ALDER","Red","Alnus rubra","2016","165","98","68","280","OR","Benton County"
"5768","Champion","ALDER","Sitka","Alnus viridis ssp. sinuata","2016","15","26","6","43","MT","Flathead"
"5326","Champion","ALDER","Speckled","Alnus incana ssp. rugosa","2013","40","53","28","100","NY","Livingston County"
"2660","Champion","ALDER","White","Alnus rhombifolia","1986","151","91","31","250","OR","Polk"
"2661","Champion","ALLTHORN","","Koeberlinia spinosa","1993","27","23","19","55","AZ","Boyce Thompson Arboretum"
"4536","Champion","AMERICAN-HAZEL","Hazelnut","Corylus americana","2009","40","35","35","84","MI","Washtenaw"
"5279","Champion","ANACAHUITA","","Cordia boissieri","2013","90","26","38.5","126","TX","Edinburg"
"3968","Co-Champion","ANACUA","","Ehretia anacua","2007","148","40","65.5","204","TX","DeWitt County"
"3967","Co-Champion","ANACUA","","Ehretia anacua","2007","144","51","46.5","207","TX","Mission"
"5222","Co-Champion","ANACUA","","Ehretia anacua","2013","147","49","43.5","207","TX","Kenedy"
"5424","Champion","ANISE-TREE","Yellow","Illicium parviflorum","2014","9","20","4","30","FL","Marion"
"5645","Champion","APPLE","Common","Malus sylvestris","2015","197","27","29.5","231","ME","West Falmouth"
"6170","Champion","APPLE","Oregon crab","Malus fusca","","90","48","73.5","156","WA","Seattle"
"4784","Champion","APPLE","Prairie crab","Malus ioensis","2011","39","23","30","70","MO","Callaway"
"5852","Champion","APPLE","Southern crab","Malus angustifolia","2017","112","45","40","167","MD","Rockville"
"6337","Champion","APPLE","Sweet crab","Malus coronaria","2018","56","34","40","100","VA","Albermarle"
"6206","Champion","ARBORVITAE","Oriental","Platycladus orientalis","2018","151","41","36","201","OK","Grant County"
"6091","Champion","ASH","Black","Fraxinus nigra","2017","137","85","75","241","NJ",""
"4646","Champion","ASH","Blue","Fraxinus quadrangulata","2009","208","82","72.5","308","KY","Jefferson"
"5258","Champion","ASH","Carolina","Fraxinus caroliniana","2013","136","116","45.5","263","FL","Lake"
"2681","Champion","ASH","Fragrant","Fraxinus cuspidata","2004","46","40","37","95","AZ","Coconino NF"
"2682","Champion","ASH","Goodding","Fraxinus gooddingii","1995","25","25","20","55","AZ","Coronado NF"
"6196","Co-Champion","ASH","Green","Fraxinus pennsylvanica","2018","226","96","99.5","347","MD","Perryville"
"5795","Co-Champion","ASH","Green","Fraxinus pennsylvanica","2016","237","97","83","355","VA","Alexandria City"
"4602","Champion","ASH","Gregg","Fraxinus greggii","2009","14","20.5","11","37","TX","Big Bend NP"
"2685","Champion","ASH","Lowell","Fraxinus anomala var. lowellii","2003","58","33","21","96","AZ","Prescott NF"
"5042","Champion","ASH","Oregon","Fraxinus latifolia","2007","285","81","74","385","OR","Multnomah"
"4807","Champion","ASH","Singleleaf","Fraxinus anomala var. anomala","2011","54","35","28","96","CO","Mesa"
"5333","Champion","ASH","Texas","Fraxinus texensis","2013","100","54","52","167","NY","Monroe County"
"4378","Co-Champion","ASH","White","Fraxinus americana","2009","244","117.5","99","386","MD","Howard County"
"4660","Co-Champion","ASH","White","Fraxinus americana","1983","283","84","84","388","NY","Rockland"
"5032","Co-Champion","ASH","White","Fraxinus americana","2012","255","115","111","398","NJ","Morris"
"4854","Co-Champion","ASH","White","Fraxinus americana","2011","252","118","128","402","NJ","Morris"
"6260","Champion","ASPEN","Bigtooth","Populus grandidentata","2018","116","111","54","241","MN","Sandstone, Minnesota"
"4115","Champion","ASPEN","Quaking","Populus tremuloides","2007","152","130","36","291","AZ","Coronado NF"
"6032","Champion","BACCHARIS","Eastern","Baccharis halimifolia","2016","36","20","20","61","VA","City of Chesapeake"
"5898","Champion","BALDCYPRESS","Common","Taxodium distichum","2017","626","91","87","739","LA","Cat Island National Wildlife Refuge"
"2701","Champion","BALDCYPRESS","Montezuma","Taxodium mucronatum","1995","336","70","90","429","TX","San Benito"
"5136","Champion","BASSWOOD","American","Tilia americana","2012","276","102","85.5","399","KY","Lexington Cemetery"
"4365","Champion","BASSWOOD","Carolina","Tilia americana var. caroliniana","2009","122","120","75","261","FL","Wakulla"
"6347","Champion","BASSWOOD","White","Tilia americana var. heterophylla","2018","186","90","81","296","VA","Radford City"
"6053","Champion","BAY","Swamp","Persea palustris","2017","114","50","54","178","VA","City of Virginia Beach"
"5638","Co-Champion","BAYBERRY","Evergreen","Morella caroliniensis","2015","6","14","14","24","VA","City of Newport News"
"5637","Co-Champion","BAYBERRY","Evergreen","Morella caroliniensis","2015","7","14","10","24","VA","City of Newport News"
"5783","Co-Champion","BAYBERRY","Northern","Morella pensylvanica","2016","30","16.5","15","50","CT","Westport"
"4405","Co-Champion","BAYBERRY","Northern","Morella pensylvanica","2009","25","21","20","51","NY","Nassau"
"3789","Champion","BAYBERRY","Odorless","Morella inodora","2007","15","27","16","46","AL","Baldwin"
"4667","Champion","BAYBERRY","Pacific","Morella californica","2010","97","24.17","34.17","130","OR","Coos"
"5515","Champion","BAYBERRY","Southern","Morella cerifera","2014","53","26","24","85","VA","City of Chesapeake"
"4746","Champion","BEECH","American","Fagus grandifolia","2010","293","92","42","396","MA","Bristol"
"5303","Champion","BIRCH","Alaska paper","Betula neoalaskana","2013","116","80","42","207","AK","Private Property"
"6150","Co-Champion","BIRCH","European white","Betula pendula","2018","140","62","64.5","218","ID","Cambridge, Washington County"
"5750","Co-Champion","BIRCH","European white","Betula pendula","2014","124","78","68","219","OR","Clackamas County"
"4160","Champion","BIRCH","Gray","Betula populifolia","2007","95","48","59","158","NJ","Middle Township"
"4945","Champion","BIRCH","Kenai","Betula papyrifera var. kenaica","2011","76","37","43","124","AK","Kenai"
"4982","Champion","BIRCH","Mountain paper","Betula papyrifera var. cordifolia","2011","63","48","32","119","NH","Coos"
"2715","Champion","BIRCH","Mountain paper","Betula papyrifera var. cordifolia","1973","108","90","88","220","MI","Leelanau"
"4283","Champion","BIRCH","Paper","Betula papyrifera","2008","199","113","85","333","WA","Skagit"
"5910","Champion","BIRCH","River","Betula nigra","2017","219","145","102.5","390","KY","Buckhorn Lake State Park"
"6331","Co-Champion","BIRCH","Sweet","Betula lenta","2018","140","91","64","247","VA","Giles"
"6019","Co-Champion","BIRCH","Sweet","Betula lenta","1988","170","62","71.17","250","NH","New Boston"
"5310","Champion","BIRCH","Virginia roundleaf","Betula uber","1978","35","54","31","97","VA","Smyth County"
"4633","Champion","BIRCH","Water","Betula occidentalis","2009","108","38","45","157","OR","Wallowa"
"5973","Champion","BIRCH","Yellow","Betula alleghaniensis","2017","242","95","80","357","ME","Wayne"
"4671","Champion","BITTERBUSH","","Picramnia pentandra","2010","13","15","16","32","FL","Miami-Dade"
"2726","Champion","BLACK-MANGROVE","Black mangrove","Avicennia germinans","2003","86","52","34","147","FL","Monroe"
"2730","Champion","BLACKBEAD","Florida keys","Pithecellobium keyense","1995","19","16","21","40","FL","Monroe"
"2728","Champion","BLACKBEAD","Texas ebony","Ebenopsis ebano","1991","190","46","75","255","TX","McAllen"
"4605","Champion","BLACKHAW","Rusty","Viburnum rufidulum","2009","69","27","41","106","TX","Cherokee County"
"4757","Co-Champion","BLACKHAW","Smooth","Viburnum prunifolium","2010","76","33","40","119","VA","Albemarle County"
"5635","Co-Champion","BLACKHAW","Smooth","Viburnum prunifolium","2015","80","31","37","120","VA","Charlotte County"
"4308","Champion","BLADDERNUT","American","Staphylea trifolia","2008","15","28","22","49","MI","Berrien"
"2735","Champion","BLADDERNUT","Sierra","Staphylea bolanderi","1986","14","28","12","45","CA","Fresno County"
"4952","Co-Champion","BLOLLY","Longleaf","Guapira discolor","2011","58","42","17","104","FL","Miami-Dade"
"4953","Co-Champion","BLOLLY","Longleaf","Guapira discolor","2011","35","64","22","105","FL","Miami-Dade"
"5248","Champion","BLUEBLOSSOM","Blue-myrtle","Ceanothus thyrsiflorus","2011","52","24","39","86","OR","Curry"
"6212","Champion","BLUEWOOD","","Condalia hookeri","2018","72","26","30","106","TX","Hidalgo County"
"5501","Champion","BOXELDER","","Acer negundo","2014","265","33","34","307","VA","Essex County"
"2741","Champion","BUCIDA","","Bucida buceras","1997","152","60","74","231","FL","Miami-Dade"
"2743","Champion","BUCKEYE","California","Aesculus californica","2001","176","46","60","237","CA","Santa Cruz"
"5771","Champion","BUCKEYE","Ohio","Aesculus glabra","2016","174","86","57","274","KY","Lexington"
"3929","Champion","BUCKEYE","Texas","Aesculus glabra var. arguta","2006","62","39","40","111","TX","Gillespie County"
"4113","Champion","BUCKEYE","Yellow","Aesculus flava","2007","295","81","56","390","VA","Alleghany County"
"5009","Champion","BUCKTHORN","California","Rhamnus californica","2011","42","18","34","69","AZ","Montezuma's Well Nat. Monument"
"5226","Champion","BUCKTHORN","Carolina","Rhamnus caroliniana","2013","12","31","15","47","NC","Rutherford"
"3938","Champion","BUCKTHORN","Cascara","Rhamnus purshiana","2006","111","38","63","165","OR","Curry"
"5922","Champion","BUCKTHORN","European","Rhamnus cathartica","2017","40","15","20","60","ME","Portland"
"4911","Champion","BUCKTHORN","Glossy","Rhamnus frangula","2011","114","25","45","150","VA","Lynchburg"
"3860","Champion","BUCKTHORN","Hollyleaf","Rhamnus crocea","2007","52","16","18","73","AZ","Prescott NF"
"4278","Champion","BUCKWHEAT-TREE","","Cliftonia monophylla","2008","48","47","29","102","FL","Wakulla"
"2758","Champion","BUFFALOBERRY","Silver","Shepherdia argentea","1975","112","18","33","138","OR","Malheur"
"4657","Champion","BUMELIA","Buckthorn","Sideroxylon lycioides","2009","38","39","27","84","VA","Norfolk City"
"4826","Champion","BUMELIA","Gum","Sideroxylon lanuginosum","2017","111","61","53","185","TX","Freestone County"
"6111","Champion","BUMELIA","Saffron-plum","Sideroxylon celastrinum","2017","67","25","46","104","TX","Cameron County"
"4258","Champion","BUMELIA","Tough","Sideroxylon tenax","2007","22","30","34","61","GA","Glynn Co."
"2763","Champion","BURNINGBUSH","Eastern","Euonymus atropurpureus","2002","107","38","40","155","MO","St. Louis"
"4465","Champion","BUSTIC","Willow","Sideroxylon salicifolium","2009","54","57","18","116","FL","Miami-Dade"
"5802","Champion","BUTTERNUT","","Juglans cinerea","2016","288","67","88","377","NY","New Hartford"
"4440","Champion","BUTTON-MANGROVE","","Conocarpus erectus","2009","226","38","69","281","FL","Monroe"
"2767","Champion","BUTTONBUSH","Common","Cephalanthus occidentalis","1992","60","26","38","96","CA","Kern Co."
"5479","Champion","BYRSONIMA","Key","Byrsonima lucida","2014","57","17","17","78","FL","Monroe"
"3455","Champion","CALIFORNIA FAN PALM","California fan palm","Washingtonia filifera","1991","141","67","18","213","CA","Sacramento State Capitol"
"4419","Champion","CAMPHOR-TREE","","Cinnamomum camphora","2009","294","53.17","121.33","378","CA","Stanislaus"
"2772","Champion","CANELLA","","Canella winterana","1998","29","38","27.5","74","FL","Monroe"
"2773","Champion","CANOTIA","","Canotia holacantha","2005","90","32","20","127","AZ","Mohave"
"5737","Champion","CAPER","Jamaica","Capparis cynophallophora","2016","26","30","25","62","FL","Monroe"
"5871","Champion","CASTORBEAN","","Ricinus communis","2017","18","21","43","50","AZ","Avendale"
"2776","Champion","CATALPA","Northern","Catalpa speciosa","2003","303","78","81","401","IN","Vanderburgh"
"4349","Co-Champion","CATALPA","Southern","Catalpa bignonioides","2008","272","53","67","342","TX","Dallas, TX"
"5882","Co-Champion","CATALPA","Southern","Catalpa bignonioides","2017","251","75","82","347","MD","Baltimore, Baltimore County"
"3865","Champion","CATCLAW","Gregg","Acacia greggii","2007","74","34","35.5","117","AZ","Verde River, Coconino NF"
"3752","Champion","CATCLAW","Wright","Acacia greggii var. wrightii","2006","99","27","35.5","135","TX","Uvalde County"
"5761","Champion","CERCOCARPUS","Alderleaf","Cercocarpus montanus","2016","40","16","33","64","MT","Ravalli"
"4872","Champion","CERCOCARPUS","Birchleaf","Cercocarpus betuloides","2011","73","28","37","110","OR","Douglas"
"4598","Champion","CERCOCARPUS","Curlleaf","Cercocarpus ledifolius","2009","133","25","35","167","UT","Wasatch-Cashe NF"
"2786","Champion","CERCOCARPUS","Hairy","Cercocarpus breviflorus","1996","37","25","20","67","AZ","Mt. Wrightson"
"2787","Champion","CHASTETREE","Common","Vitex agnus-castus","2003","119","26","37","154","TX","Johnson City"
"4948","Champion","CHERRY","Alabama black","Prunus alabamensis","2011","40","60","40","110","AL","University of Alabama Arboretum"
"5318","Champion","CHERRY","Bitter","Prunus emarginata","2013","35","83","10","121","OR","Marion"
"5353","Champion","CHERRY","Black","Prunus serotina","2001","196","111","79","327","OH","Licking"
"3999","Champion","CHERRY","Common chokecherry","Prunus virginiana","1999","196","41","69","254","MD","Baltimore"
"2797","Champion","CHERRY","Escarpment","Prunus serotina var. eximia","2003","101","62","37.5","172","TX","Real County"
"5675","Champion","CHERRY","Hollyleaf","Prunus ilicifolia","","75","45.42","47","132","CA","Oakland"
"2799","Champion","CHERRY","Mahaleb","Prunus mahaleb","1993","79","41","48","132","WA","Lake Stevens"
"5984","Champion","CHERRY","Pin","Prunus pensylvanica","2013","49","45","33","102","NH","Adams Point Rd., Durham"
"5454","Champion","CHERRY","Sour","Prunus cerasus","2014","97","45","44","153","UT","Salt Lake City"
"2805","Champion","CHERRY","Southwestern black","Prunus serotina var. rufula","2004","136","66","50","215","AZ","Prescott NF"
"6063","Champion","CHERRY","Sweet","Prunus avium","2017","200","57","70","275","VA","Fairfax County"
"2806","Champion","CHERRY","West Indian","Prunus myrtifolia","1989","68","38","21","111","FL","Miami-Dade"
"6168","Co-Champion","CHESTNUT","American","Castanea dentata","2018","237","93.5","94.67","354","WA","Thurston"
"6259","Champion","CHESTNUT","Horse","Aesculus hippocastanum","2018","237","85.58","72.58","341","WA","King"
"6202","Co-Champion","CHINABERRY","","Melia azedarach","2018","204","35","46","251","VA","Petersburg City"
"4391","Co-Champion","CHINABERRY","","Melia azedarach","2009","177","65","43","253","MS","Pattison"
"5669","Champion","CHINKAPIN","Allegheny","Castanea pumila var. pumila","2015","30","41","38.42","81","TX","Trinity County"
"5825","Champion","CHINKAPIN","Giant","Chrysolepis chrysophylla","2016","199","130","74","348","CA","Six Rivers National Forest"
"5774","Champion","Chokecherry","Black","Prunus virginiana var. melanocarpa","2016","39","66","22","111","MT","Flathead"
"5774","Champion","Chokecherry","Black","Prunus virginiana var. melanocarpa","2016","39","66","22","111","MT","Flathead"
"5790","Champion","CHOKECHERRY","Western","Prunus virginiana var. demissa","2016","40","69","28","116","OR","Marion County"
"4571","Champion","CHOLLA","Jumping","Cylindropuntia fulgida","2009","35","16","13","54","AZ","Pinal"
"5149","Champion","CINNECORD","","Acacia choriophylla","2012","23","19","26","49","FL","Miami-Dade"
"5490","Champion","CLETHRA","Cinnamon","Clethra acuminata","2014","17","26","22","49","NC","Jackson"
"4118","Champion","CLIFFROSE","","Purshia mexicana","2007","37","22","17","63","AZ","Grand Canyon NP"
"2815","Champion","CLUSIA","Florida","Clusia rosea","1995","32","32","27","71","FL","Broward"
"5022","Champion","COCONUT","Palm","Cocos nucifera","2011","14","103","20","122","HI","Kapuaiwa Coconut Beach Park"
"4967","Co-Champion","COCOPLUM","","Chrysobalanus icaco","2011","21","19","19.5","45","FL","Broward"
"4968","Co-Champion","COCOPLUM","","Chrysobalanus icaco","2011","24","18","25","48","FL","Broward"
"5875","Co-Champion","COFFEETREE","Kentucky","Gymnocladus dioicus","2017","223","73","84","317","MD","Hagerstown, Washington County, MD"
"4614","Co-Champion","COFFEETREE","Kentucky","Gymnocladus dioicus","2009","198","106","77","323","MD","Montgomery"
"6013","Champion","COLICWOOD","Kolea lau nui","Myrsine lessertiana","2017","66","59","22","131","HI","Hawaii Volcanoes National Park"
"2820","Champion","CORALBEAN","Southeastern","Erythrina herbacea","1995","14","14","14.5","32","FL","Lee"
"5415","Champion","CORALBEAN","Wili wili","Erythrina sandwicensis","2014","186.96","40","43.5","238","HI","Hawaii Island"
"5270","Champion","CORKWOOD","","Leitneria floridana","2013","9","17","8","28","FL","Jefferson"
"6106","Champion","COTTONWOOD","Black","Populus balsamifera ssp. trichocarp","2017","379","141","96","544","OR","Polk"
"5347","Champion","COTTONWOOD","Eastern","Populus deltoides ssp. deltoides","2013","450","88","108","565","NE","Beatrice"
"5182","Champion","COTTONWOOD","Fremont","Populus fremontii ssp. fremontii","2012","560","102","160.5","702","AZ","Yavapai"
"6113","Champion","COTTONWOOD","Meseta","Populus fremontii ssp. mesetae","2017","288","79","110","395","TX","Jeff Davis County"
"5558","Co-Champion","COTTONWOOD","Narrowleaf","Populus angustifolia","2014","195","92","70","305","MT","T1N R14E S12"
"5901","Co-Champion","COTTONWOOD","Narrowleaf","Populus angustifolia","2017","195.5","90","81","306","CO","Gunnison"
"5555","Co-Champion","COTTONWOOD","Narrowleaf","Populus angustifolia","2014","198","94","75","311","CO","Lake City"
"5580","Co-Champion","COTTONWOOD","Narrowleaf","Populus angustifolia","2014","217","80","60","312","UT","Murray City Park"
"5166","Champion","COTTONWOOD","Plains","Populus deltoides ssp. monilifera","2012","394","112","94","530","MT","Ravalli"
"5090","Champion","COTTONWOOD","Rio Grande","Populus deltoides ssp. wislizeni","2012","325.2","115","80","460","CO","Durango"
"4195","Champion","COTTONWOOD","Swamp","Populus heterophylla","2007","132","106","24","244","VA","Southampton County"
"5799","Co-Champion","CRANBERRYBUSH","American","Viburnum opulus var. americanum","2016","18","23","17","45","VA","Giles County"
"4464","Co-Champion","CRANBERRYBUSH","American","Viburnum opulus var. americanum","2009","28","14","20","47","MI","Berrien"
"2836","Champion","CYPRESS","Arizona","Cupressus arizonica ssp. arizonica","1955","244","106","48","362","AZ","Coronado NF"
"2837","Champion","CYPRESS","Arizona smooth","Cupressus arizonica var. glabra","2003","240","78","56","332","AZ","Coconino NF"
"4622","Champion","CYPRESS","Baker","Cupressus bakeri","2009","107","98","19","210","OR","JOSEPHINE"
"2840","Champion","CYPRESS","Gowen","Cupressus goveniana ssp. govenian","1996","66","40","52","119","CA","Point Lobos State Park"
"2841","Champion","CYPRESS","MacNab","Cupressus macnabiana","1981","136","55","55","205","CA","Amador"
"5755","Champion","CYPRESS","Monterey","Cupressus macrocarpa","2016","483","101","85","605","OR","Douglas County"
"5724","Champion","CYPRESS","Piute","Cupressus arizonica ssp. nevadensi","2016","115","75","65","206","CA","Domeland Wilderness"
"6222","Champion","CYPRESS","Santa Cruz","Cupressus abramsiana","2018","79","58.5","37.67","147","CA","East Bay Regional Parks Botanic Garden"
"2851","Champion","CYRILLA","Swamp","Cyrilla racemiflora","1980","57","47","30","112","FL","Washington"
"3794","Champion","DAHOON","","Ilex cassine","2006","84","42","40","136","FL","Palm Beach"
"2857","Champion","DAHOON","Myrtle","Ilex myrtifolia","1998","82","61","41","153","FL","Wakulla"
"2858","Champion","DARLING-PLUM","","Reynosia septentrionalis","1975","24","37","15","65","FL","Monroe"
"2859","Champion","DESERT-WILLOW","","Chilopsis linearis","1976","165","68","54","247","AZ","Gila"
"6031","Co-Champion","DEVILS-WALKINGSTICK","","Aralia spinosa","2017","15","42","16","61","VA","Isle of Wight County"
"6030","Co-Champion","DEVILS-WALKINGSTICK","","Aralia spinosa","2017","22","36","17","62","VA","Rockbridge County"
"5470","Champion","DEVILWOOD","","Osmanthus americanus","2014","65","28","51","106","FL","Columbia"
"4857","Champion","DOGWOOD","Alternate-leaf","Cornus alternifolia","2011","75","30","45","116","NJ","Morris"
"4488","Champion","DOGWOOD","Flowering","Cornus florida","2009","90","67","66","174","GA","Clarke"
"4525","Champion","DOGWOOD","Gray","Cornus racemosa","2009","32","22","18","59","MI","Berrien"
"4616","Champion","DOGWOOD","Pacific","Cornus nuttallii","2009","150","61","57","225","OR","Multnomah"
"6281","Champion","DOGWOOD","Red-osier","Cornus sericea ssp. sericea","2015","10","15","9","27","MT","Ravalli"
"5821","Champion","DOGWOOD","Roughleaf","Cornus drummondii","2016","39","30","34","78","MS","Tunica"
"3730","Champion","DOGWOOD","Roundleaf","Cornus rugosa","2006","23","29","26","59","MI","Leelanau"
"5002","Co-Champion","DOGWOOD","Swamp","Cornus foemina","2011","31","21","18","57","NC","Dare"
"4562","Co-Champion","DOGWOOD","Swamp","Cornus foemina","2009","30","23","22","59","VA","Isle of Wight County"
"2877","Champion","DOGWOOD","Western","Cornus sericea ssp. occidentalis","2003","29","26","44","66","OR","Polk"
"2878","Champion","DOUGLAS-FIR","Bigcone","Pseudotsuga macrocarpa","1945","269","165","94","458","CA","Angeles NF"
"6165","Champion","DOUGLAS-FIR","Coast","Pseudotsuga menziesii","","581","293.67","66.25","891","WA","Lake Quinault"
"5242","Champion","DOUGLAS-FIR","Rocky Mountain","Pseudotsuga menziesii var. glauca","2013","223","178","50","414","MT","Sanders"
"5127","Champion","ELDER","American","Sambucus canadensis","2012","21","34","39","65","FL","Lake"
"5573","Champion","ELDER","Blackbead","Sambucus melanocarpa","2014","26","22","32","56","OR","Clackamas"
"5754","Champion","ELDER","Blue","Sambucus cerulea","2016","122","39","35","170","OR","Linn County"
"2886","Champion","ELDER","Mexican","Sambucus mexicana","2005","95","41","26","143","AZ","Patagonia"
"2887","Champion","ELDER","Pacific red","Sambucus pubens","2001","56","27","30","91","OR","Tillamook"
"5053","Champion","ELEPHANT-TREE","","Bursera microphylla","2012","40","16","22","62","AZ","Barry Goldwater Range"
"4677","Champion","ELM","American","Ulmus americana","2010","324","111","79","455","LA","Iberville"
"6209","Champion","ELM","Rock","Ulmus thomasii","2018","117","89","80","226","CO","Fort Collins"
"3952","Champion","ELM","September","Ulmus serotina","2007","93","94","56","201","OH","Hamilton"
"2896","Co-Champion","ELM","Siberian","Ulmus pumila","2001","260","92","114","381","OH","Ross"
"5646","Co-Champion","ELM","Siberian","Ulmus pumila","2015","261","108","117","398","UT","West Valley City"
"5371","Champion","ELM","Slippery","Ulmus rubra","2013","282","90","82.5","393","KY","Masonic Homes of Kentucky"
"4537","Champion","ELM","Winged","Ulmus alata","2009","180","89","70","287","VA","Hopewell City"
"2899","Champion","ESENBECKIA","Berlandier","Esenbeckia berlandieri","1995","48","28","26.42","83","TX","Brownsville"
"2900","Champion","EUCALYPTUS","Bluegum","Eucalyptus globulus","2000","586","141","126","759","CA","Petrolia"
"6247","Champion","EUCALYPTUS","Longbeak","Eucalyptus camaldulensis","2018","266","117","119","413","AZ","Boyce Thompson Arboretum"
"3928","Champion","EVE'S NECKLACE","Texas","Styphnolobium affine","2006","77","37","47","126","TX","Real County"
"2902","Champion","FALSE-MASTIC","","Sideroxylon foetidissimum","1973","111","78","47","201","FL","Miami-Dade"
"5658","Champion","FIDDLEWOOD","Florida","Citharexylum spinosum","2015","52","35","36","96","FL","Miami-Dade"
"4010","Champion","FIG","Florida strangler","Ficus aurea","1973","342","69","72","429","FL","Miami-Dade"
"2906","Champion","FIG","Shortleaf","Ficus citrifolia","1986","244","42","83","307","FL","Monroe"
"2907","Champion","FIR","Balsam","Abies balsamea","1992","160","104","53","277","PA","Adams"
"3770","Champion","FIR","Bristlecone","Abies bracteata","2006","150","127","36","286","CA","Monterey"
"2908","Champion","FIR","California red","Abies magnifica","1999","358","169.3","37.1","537","CA","Yosemite National Park"
"6289","Champion","FIR","California white","Abies concolor var. lowiana","2018","259","199.5","48.5","471","CA","Yosemite National Park"
"4745","Champion","FIR","Corkbark","Abies lasiocarpa var. arizonica","2010","205","70","78","295","AZ","Coconino"
"4638","Champion","FIR","Fraser","Abies fraseri","2009","116","96","45","223","VA","Harrisonburg City"
"5250","Co-Champion","FIR","Grand","Abies grandis","1994","265","227","48","504","WA","Clallum"
"2912","Co-Champion","FIR","Grand","Abies grandis","1997","245","257","36","511","CA","Redwood National Park"
"6284","Champion","FIR","Noble","Abies procera","1999","316","251.67","44","579","WA","Gifford Pinchot National Forest"
"5058","Co-Champion","FIR","Pacific silver","Abies amabilis","2012","212","222","38","444","WA","Olympic National Park"
"2915","Co-Champion","FIR","Pacific silver","Abies amabilis","1999","216","220","38","446","WA","Olympic National Park"
"5325","Champion","FIR","Rocky Mountain white","Abies concolor","2013","244","101","55.5","359","UT","Uinta National Forest"
"2917","Champion","FIR","Subalpine","Abies lasiocarpa","1965","252","125","26","384","WA","Olympic NP"
"4255","Champion","FISHPOISON-TREE","Florida","Piscidia piscipula","2008","137","48","71","203","FL","Monroe"
"5252","Champion","FLORIDA-BOXWOOD","","Schaefferia frutescens","2013","21","16","15.42","41","FL","Monroe"
"6323","Champion","FRANKLIN-TREE","","Franklinia alatamaha","2018","44.1","39.08","21.67","89","NY","Brooklyn"
"5453","Champion","FRINGETREE","","Chionanthus virginicus","2014","68","45","48","125","UT","Salt Lake City"
"2928","Champion","GALLBERRY","Large","Ilex coriacea","2004","16","35","23","57","LA","Vernon Parish"
"3653","Champion","GEIGER-TREE","","Cordia sebestena","2007","45","23","28","75","FL","Palm Beach"
"6272","Champion","GINKGO","","Ginkgo biloba","2018","295","96","93","414","WV","Near Inwood in Jefferson Coutny WV"
"3996","Champion","GUAJILLO","","Acacia berlandieri","2007","24","21","23.5","51","TX","Uvalde County"
"5443","Champion","GUIANA-PLUM","","Drypetes lateriflora","2014","17","25","18","47","FL","Miami-Dade"
"2933","Champion","GUMBO-LIMBO","","Bursera simaruba","1992","104","36","60","155","FL","Monroe"
"5878","Co-Champion","HACKBERRY","Common","Celtis occidentalis","2017","233.4","103.92","97","362","WV","Rippon"
"5031","Co-Champion","HACKBERRY","Common","Celtis occidentalis","2012","211","127","118","368","NJ","Warren"
"4648","Co-Champion","HACKBERRY","Dwarf","Celtis tenuifolia","2009","70","36","61","121","VA","Alexandria City"
"6333","Co-Champion","HACKBERRY","Dwarf","Celtis tenuifolia","2018","66","42","50","121","VA","Arlington National Cemetery"
"4114","Champion","HACKBERRY","Netleaf","Celtis reticulata","2007","122","54","71","194","AZ","Sonoita Creek, Santa Cruz. Co."
"4832","Champion","HACKBERRY","Spiny","Celtis pallida","2011","28","15","20","48","TX","Corpus Christi"
"4392","Champion","HAWTHORN","Black","Crataegus douglasii","2009","84","45","42","140","WA","Liberty"
"2941","Champion","HAWTHORN","Blueberry","Crataegus brachyacantha","1993","85","30","30","123","TX","Nacogdoches County"
"5775","Champion","HAWTHORN","Castlegar","Crataegus castlegarensis","2016","43.4","42","23","91","MT","Flathead"
"6123","Champion","HAWTHORN","Cerro","Crataegus erythropoda","2018","26.69","14","17","45","CO","Fort Collins"
"4795","Champion","HAWTHORN","Cockspur","Crataegus crus-galli","2011","60","35","35","104","IN","Vanderbough"
"4896","Champion","HAWTHORN","Dotted","Crataegus punctata","2011","70","29","46","111","VA","Grayson"
"4417","Champion","HAWTHORN","Downy","Crataegus mollis","2009","131","30","47","173","OH","Madison"
"5805","Co-Champion","HAWTHORN","Fleshy","Crataegus succulenta","2016","37","21","24","64","NY","Rochester"
