"id","status","species","common_name","scientific_name","year_nominated","circumference","height","spread","total_points","state","location"
"5777","Co-Champion","HAWTHORN","Fleshy","Crataegus succulenta","2016","30.16","32","20","67","MT","Flathead"
"5268","Champion","HAWTHORN","Green","Crataegus viridis","2013","97","40","44","148","NC","Halifax"
"5806","Champion","HAWTHORN","Kansas","Crataegus coccinioides","2016","59","32","36","100","NY","Brooklyn"
"4989","Champion","HAWTHORN","Littlehip","Crataegus spathulata","2011","23","30","27","60","LA","Vernon"
"4239","Champion","HAWTHORN","May","Crataegus aestivalis","2007","49","40","34","98","GA","Haralson"
"2960","Champion","HAWTHORN","Oneseed","Crataegus monogyna","1993","113","36","56","163","WA","Mount Vernon"
"5050","Co-Champion","HAWTHORN","Parsley","Crataegus marshallii","2012","25","22","20","52","VA","Southampton County"
"5051","Co-Champion","HAWTHORN","Parsley","Crataegus marshallii","2012","23","25","20","53","VA","Southampton County"
"5689","Champion","HAWTHORN","Pear","Crataegus calpodendron","2015","26","17","28","50","VA","Alexandria City"
"4692","Champion","HAWTHORN","Pennsylvania","Crataegus pennsylvanica","2010","56","38","44","105","NC","Buncombe"
"5327","Champion","HAWTHORN","Quebec","Crataegus submollis","2013","14","20","46","46","NY","Wyoming County"
"4830","Champion","HAWTHORN","Reverchon","Crataegus reverchonii","2011","12","10","11","25","TX","Dallas"
"5807","Champion","HAWTHORN","Scarlet","Crataegus coccinea","2016","61","30","24","97","NY","Clniton"
"6144","Champion","HAWTHORN","Suksdorf","Crataegus suksdorfii","2018","49","29.17","35.08","87","WA","Seattle, University of Washington"
"5251","Champion","HAWTHORN","Texas","Crataegus texana","2013","17","27","26","51","TX","Brazos Bend State Park"
"2966","Co-Champion","HAWTHORN","Tracy","Crataegus tracyi","2003","43","27","28","77","TX","Jeff Davis County"
"4812","Co-Champion","HAWTHORN","Tracy","Crataegus tracyi","2011","50","21","34","80","TX","Jeff Davis County"
"4059","Champion","HAWTHORN","Washington","Crataegus phaenopyrum","2007","76","35","41","121","KS","Johnson"
"6304","Champion","HAZEL","California","Corylus cornuta var. californica","","34","44.92","53.5","92","WA","Seattle"
"5743","Champion","HAZELNUT","Turkish","Corylus colurna","2016","136","80","63","232","OR","Benton County"
"5180","Champion","HEMLOCK","Carolina","Tsuga caroliniana","2012","128","74","38","212","NC","Buncombe"
"4787","Champion","HEMLOCK","Eastern","Tsuga canadensis","2011","192","159","45","362","NC","Macon"
"4332","Champion","HEMLOCK","Mountain","Tsuga mertensiana","2008","325","89","57","428","WA","Yakima County"
"2979","Champion","HEMLOCK","Western","Tsuga heterophylla","1989","343","190","50","546","WA","Olympic National Park"
"5693","Champion","HERCULES-CLUB","Texas","Zanthoxylum hirsutum","2015","41","22","20","68","TX","North Richland Hills"
"5062","Champion","HIBISCUS","Sea","Hibiscus tiliaceus","2011","110","20","25","136","HI","Kailua-Kona"
"4565","Co-Champion","HIBISCUS","Shrub althea","Hibiscus syriacus","2009","30","20","21","55","VA","Cumberland County"
"6334","Co-Champion","HIBISCUS","Shrub althea","Hibiscus syriacus","2018","39","14","14","57","VA","Lynchburg City"
"4618","Co-Champion","HICKORY","Bitternut","Carya cordiformis","2009","198","108","103","332","MD","Harford"
"6033","Co-Champion","HICKORY","Bitternut","Carya cordiformis","2017","176","130","103","332","VA","Brunswick County"
"5072","Co-Champion","HICKORY","Black","Carya texana","2012","108","107","56","229","TX","San Jacinto County"
"5518","Co-Champion","HICKORY","Black","Carya texana","2014","137","84","45","232","OK","McCurtian County"
"5500","Champion","HICKORY","Carolina","Carya carolinae-septentrionalis","2014","94","136","69","247","AL","Wilcox County"
"4632","Champion","HICKORY","Common shagbark","Carya ovata","2009","191","104","99","320","MD","Anne Arundel"
"4444","Champion","HICKORY","Mockernut","Carya tomentosa","2009","193","106","125","330","FL","Hamilton"
"5195","Champion","HICKORY","Nutmeg","Carya myristiciformis","2012","101","92","56","207","TX","Red River County"
"4726","Champion","HICKORY","Pignut","Carya glabra","2010","226","104","101","355","GA","Dooly"
"5695","Champion","HICKORY","Red","Carya ovalis","2015","119","138","128","289","NY","Annandale-on-Hudson"
"2994","Champion","HICKORY","Sand","Carya pallida","2005","134.3","151","80.5","305","SC","Greenville"
"5186","Champion","HICKORY","Scrub","Carya floridana","2012","73.8","61","37.42","144","FL","Lake"
"6332","Champion","HICKORY","Shellbark","Carya laciniosa","2018","190","109","112","327","VA","Culpeper"
"5502","Champion","HICKORY","Water","Carya aquatica","2014","206","97","62","319","VA","Southampton County"
"6248","Champion","HOLLY","American","Ilex opaca","2018","182","64","63","262","AR","Rosebud"
"4990","Champion","HOLLY","Carolina","Ilex ambigua","2011","3","16","8","21","LA","Fort Polk"
"5887","Champion","HOLLY","Hawai'i","Ilex anomala","2017","96","50","21","151","HI","Hawai'i Volcanoes National Park"
"5123","Champion","HOLLY","Tawnberry","Ilex krugiana","2012","43","40","14","87","FL","Miami-Dade"
"6213","Champion","HONEYLOCUST","","Gleditsia triacanthos","","202","99","91.5","324","NH","Sullivan County"
"5846","Champion","HOPBUSH","","Dodonaea viscosa","2017","32","38","28","77","HI","Kona Hema Preserve, Hawaii"
"3006","Champion","HOPHORNBEAM","Chisos","Ostrya chisosensis","1983","27","29","15.42","60","TX","Big Bend NP"
"4518","Champion","HOPHORNBEAM","Eastern","Ostrya virginiana","2009","131","66","53","210","MA","Suffolk"
"3859","Champion","HOPHORNBEAM","Knowlton","Ostrya knowltonii","2007","132","40","47","184","AZ","Coconino NF"
"5339","Champion","HOPTREE","Common","Ptelea trifoliata","2013","20","25","20","50","NY","Monroe County"
"5808","Co-Champion","HORNBEAM","American","Carpinus caroliniana","2016","133","83","60","231","NY","Marlboro"
"4861","Co-Champion","HORNBEAM","American","Carpinus caroliniana","2011","176","44","61","235","NJ","Essex"
"5075","Champion","HUAJILLO","Huajillo","Havardia pallens","2012","37","44","28","88","TX","Hidalgo"
"3013","Champion","HUISACHE","","Acacia farnesiana","1989","154","19","27","180","TX","Jourdanton"
"3014","Champion","HUISACHILLO","","Acacia tortuosa","2003","65","32","35","106","AZ","Phoenix"
"4985","Co-Champion","INCENSE-CEDAR","","Calocedrus decurrens","2011","484","138","45","633","OR","Josephine"
"3017","Co-Champion","INCENSE-CEDAR","","Calocedrus decurrens","1969","472","157.42","57.42","644","CA","Klamath NF"
"4636","Champion","INDIAN-FIG","","Opuntia ficus-indica","2009","42","17","17","63","AZ","Pinal"
"4954","Co-Champion","INKWOOD","","Exothea paniculata","2011","57","42","24","105","FL","Miami-Dade"
"4009","Co-Champion","INKWOOD","","Exothea paniculata","2007","50","58","33.5","116","FL","Monroe"
"4852","Champion","IRONWOOD","Desert","Olneya tesota","2011","196","45","62","257","AZ","Maricopoa"
"5150","Champion","JAMAICAN NETTLETREE","Florida","Trema micrantha","2012","15","37","25","58","FL","Miami-Dade"
"4456","Champion","JOEWOOD","","Jacquinia keyensis","2009","48","18","16","70","FL","Lee"
"5815","Co-Champion","JUJUBE","Common","Ziziphus jujuba","2016","61","32","32","101","VA","City of Williamsburg"
"5516","Co-Champion","JUJUBE","Common","Ziziphus jujuba","2014","45","49","27","101","VA","City of Norfolk"
"4126","Champion","JUNIPER","Alligator","Juniperus deppeana","1998","324","52","70","394","AZ","Prescott NF"
"3026","Champion","JUNIPER","Ashe","Juniperus ashei","1999","138","44","49","194","TX","New Braunfels"
"3846","Champion","JUNIPER","California","Juniperus californica","2007","157","25","42","193","AZ","Yavapai"
"4320","Co-Champion","JUNIPER","Common","Juniperus communis","2008","19","16","13","38","ME","Norridgewock"
"5336","Co-Champion","JUNIPER","Common","Juniperus communis","2013","12","24","12","39","NY","Livingston County"
"6129","Champion","JUNIPER","Drooping","Juniperus flaccida","2018","118","34","31","160","TX","Big Bend National Park"
"3896","Champion","JUNIPER","Oneseed","Juniperus monosperma","2007","130","28","27","165","AZ","Coconino NF"
"6130","Champion","JUNIPER","Redberry","Juniperus coahuilensis","2018","144","28","34","181","TX","Brewster County"
"3034","Champion","JUNIPER","Rocky Mountain","Juniperus scopulorum","1940","284","40","29","331","UT","Cache National Forest"
"3036","Champion","JUNIPER","Sierra","Juniperus grandis","1940","481","78","56","573","CA","Stanislaus NF"
"6264","Champion","JUNIPER","Utah","Juniperus osteosperma","2018","172","33","50","218","AZ","North Kaibab Ranger District, Kaibab National Fore"
"5542","Co-Champion","JUNIPER","Western","Juniperus occidentalis","2011","223","78","42","312","OR","Lake"
"5541","Co-Champion","JUNIPER","Western","Juniperus occidentalis","1995","233","68","44","312","OR","Lake"
"4124","Champion","KIDNEYWOOD","","Eysenhardtia orthocarpa","2007","28","28","20","61","AZ","Mendoza Canyon"
"3037","Champion","KIDNEYWOOD","Texas","Eysenhardtia texana","2003","16","27","14","47","AZ","Boyce Thompson Arboretum"
"5320","Champion","LARCH","European","Larix decidua","2013","197","84","52","294","CT","Greenwich"
"3040","Champion","LARCH","Subalpine","Larix lyallii","2005","268","104","75","391","WA","Wenatchee NF"
"4801","Champion","LARCH","Western","Larix occidentalis","2011","264","153","34","426","MT","Missoula"
"4995","Champion","LAURELCHERRY","Carolina","Prunus caroliniana","2011","85","57","45","153","NC","Richmond"
"3043","Champion","LAURELCHERRY","English","Prunus laurocerasus","1985","116.4","32.25","56.33","163","WA","Seattle"
"3044","Champion","LEADWOOD","","Krugiodendron ferreum","1986","77","32","27.5","116","FL","Monroe"
"4850","Champion","LEUCAENA","Great","Leucaena pulverulenta","2011","89","48","63","153","TX","McAllen"
"4963","Champion","LEUCAENA","Littleleaf","Leucaena retusa","2011","43","23","32","74","TX","Midland"
"5432","Champion","LICARIA","Florida","Licaria triandra","2014","50","48","33","106","FL","Miami-Dade"
"5160","Champion","LIDFLOWER","Pale","Calyptranthes pallens","2012","11","19","12","33","FL","Miami-Dade"
"5428","Champion","LIGNUMVITAE","Roughbark","Guaiacum sanctum","2014","53","24","32","85","FL","Miami-Dade"
"3050","Champion","LIGNUMVITAE","Texas","Guaiacum angustifolium","1974","43","19","23","68","TX","Santa Ana NWR"
"6346","Champion","LILAC","Japanese tree","Syringa reticulata","2018","136","30","35","175","VA","Richmond"
"6194","Champion","LINDEN","Littleleaf","Tilia cordata","2018","223","83","74","325","MD","Churchville"
"3792","Champion","LOBLOLLY-BAY","","Gordonia lasianthus","1994","145","117","58.42","277","FL","Duval"
"3053","Champion","LOCUST","Black","Robinia pseudoacacia","1974","326","99","72","443","NY","Livingston"
"5900","Champion","LOCUST","Clammy","Robinia viscosa","2017","27","27","25","60","MT","Lake"
"6352","Champion","LOCUST","New Mexico","Robinia neomexicana","2018","71","38","22","115","AZ","Gila"
"5047","Champion","LOTEBUSH","","Ziziphus obtusifolia","2012","28","17","17.75","49","AZ","Yavapai"
"3791","Champion","LYONIA","Tree","Lyonia ferruginea","2007","34","41","24","81","FL","Wakulla"
"3060","Champion","LYSILOMA","Bahama","Lysiloma latisiliquum","2003","174","51","80","245","FL","Miami-Dade"
"3061","Champion","LYSILOMA","Littleleaf","Lysiloma watsonii","2005","101","38","48","151","AZ","Paradise Valley"
"4851","Champion","MADRONE","Arizona","Arbutus arizonica","2011","127","40","38","177","AZ","Santa Cruz"
"3063","Champion","MADRONE","Pacific","Arbutus menziesii","2003","327","125","112","480","CA","Big Sur Land Trust"
"4831","Champion","MADRONE","Texas","Arbutus xalapensis","2011","162","46","61","223","TX","Brewster County"
"4824","Champion","MAGNOLIA","Bigleaf","Magnolia macrophylla","2011","90","70","56","174","MD","Baltimore City"
"3067","Champion","MAGNOLIA","Cucumbertree","Magnolia acuminata","2003","299","96","79","415","OH","Stark"
"6336","Champion","MAGNOLIA","Fraser","Magnolia fraseri","2018","124","88","225","268","VA","Carroll"
"4759","Champion","MAGNOLIA","Pyramid","Magnolia pyramidata","2010","68","102","39","180","FL","Gadsden"
"5539","Champion","MAGNOLIA","Southern","Magnolia grandiflora","2014","205","135","68","357","MS","Delta National Forest"
"5838","Champion","MAGNOLIA","Sweetbay","Magnolia virginiana","2017","121","115","66","253","FL","Jefferson County"
"5321","Champion","MAGNOLIA","Umbrella","Magnolia tripetala","2013","131","70","50","214","CT","Branford"
"3073","Champion","MAGNOLIA","Yellow cucumbertee","Magnolia acuminata var. subcordata","1970","164","86","99","275","PA","Chester"
"3074","Co-Champion","MAHOGANY","West Indian","Swietenia mahagoni","1992","176","63","110","267","FL","Monroe"
"5358","Co-Champion","MAHOGANY","West Indian","Swietenia mahagoni","2013","184","71","78.5","275","FL","Broward"
"4670","Champion","MAIDENBRUSH","Marlberry","Ardisia escallonioides","2010","23","28","12","54","FL","Miami-Dade"
"6080","Champion","MANCHINEEL","","Hippomane mancinella","2007","57","24","12","84","FL","Monroe"
"6083","Champion","MANGO","","Mangifera indica","2016","108","47","47.5","167","FL","Broward"
"5474","Champion","MANGROVE","Red","Rhizophora mangle","2014","67","64","43","142","FL","Lee"
"3078","Champion","MANZANITA","Big","Arctostaphylos manzanita","2005","119","30","27","156","CA","Chico"
"5008","Champion","MANZANITA","Pringle","Arctostaphylos pringlei","2011","88","19","23","113","AZ","Coconino NF"
"3082","Champion","MANZANITA","Whiteleaf","Arctostaphylos viscida","2001","91","22","24","119","CA","Pierpoint Springs"
"5404","Champion","MAPLE","Bigleaf","Acer macrophyllum","2013","463","119","91","605","OR","Lane"
"5914","Champion","MAPLE","Black","Acer nigrum","2017","170","85","98","280","ME","South Berwick"
"5992","Champion","MAPLE","Chalk","Acer leucoderme","2017","31","42","33","81","NC","Chatham"
"6349","Champion","MAPLE","Florida","Acer barbatum","2018","133","126","72","277","VA","Southampton"
"5141","Champion","MAPLE","Mountain","Acer spicatum","2012","31.4","44","32","83","WV","Monongahela National Forest"
"5902","Champion","MAPLE","Norway","Acer platanoides","2017","203","68","68","288","MT","Ravalli"
"5030","Champion","MAPLE","Red","Acer rubrum","2012","264","75","80","359","NJ","Salem"
"3094","Champion","MAPLE","Rocky Mountain","Acer glabrum","1997","109","71","57","194","WA","Island"
"5097","Champion","MAPLE","Silver","Acer saccharinum","2012","264","130","113","422","NH","Hillsborough"
"5972","Champion","MAPLE","Striped","Acer pensylvanicum","2017","33","65","14","102","ME","Byron"
"6330","Co-Champion","MAPLE","Sugar","Acer saccharum","2016","270","72","84","363","VA","Giles"
"5069","Co-Champion","MAPLE","Sugar","Acer saccharum","2012","219","123","86","364","CT","New London"
"5613","Co-Champion","MAPLE","Trilobum red","Acer rubrum var. trilobum","2014","107","117","54","238","VA","Isle of Wight County"
"6025","Co-Champion","MAPLE","Trilobum red","Acer rubrum var. trilobum","2017","148","78","65","242","VA","Isle of Wight County"
"5421","Champion","MAPLE","Vine","Acer circinatum","1999","74","43","39","127","OR","Clatsop"
"3100","Champion","MESQUITE","Honey","Prosopis glandulosa","1984","183","56","87","261","TX","Real County"
"4123","Champion","MESQUITE","Screwbean","Prosopis pubescens","2007","43","24","31","75","AZ","Hassayampa River Preserve"
"3101","Champion","MESQUITE","Velvet","Prosopis velutina","1949","196","46","60","257","AZ","Santa Cruz"
"4816","Co-Champion","MEXICAN-BUCKEYE","","Ungnadia speciosa","2010","11","14","15","29","TX","Dallas Arboretum"
"5713","Co-Champion","MEXICAN-BUCKEYE","","Ungnadia speciosa","2015","12","15","16.42","31","TX","Dallas County"
"4513","Champion","MILKBARK","","Drypetes diversifolia","2009","42","37","22.5","85","FL","Monroe"
"5220","Champion","MOUNTAIN-ASH","American","Sorbus americana","2013","70","61","46","143","NH","Coos"
"5810","Co-Champion","MOUNTAIN-ASH","European","Sorbus aucuparia","2016","87","44","44","142","NY","Irondequoit"
"5651","Co-Champion","MOUNTAIN-ASH","European","Sorbus aucuparia","2015","91","43","37","143","MT","Flathead"
"5766","Champion","MOUNTAIN-ASH","Greene","Sorbus scopulina","2016","10.6","23","14","37","MT","Ravalli"
"5179","Champion","MOUNTAIN-LAUREL","","Kalmia latifolia","2012","33","36","27","76","SC","Sumter National Forest"
"6191","Champion","MULBERRY","Black","Morus nigra","2018","293","49","72","360","MD","Westminster"
"6262","Champion","MULBERRY","Red","Morus rubra","2018","305","75","71","398","AR","Hamburg"
"5870","Champion","MULBERRY","Texas","Morus microphylla","2017","228","48","112","304","AZ","Cottonwood"
"5078","Co-Champion","MULBERRY","White","Morus alba","2012","261","46","77","326","TX","Knox County"
"5472","Co-Champion","MULBERRY","White","Morus alba","1965","261","54","58","330","OH","Sandusky County"
"6339","Co-Champion","MULBERRY","White","Morus alba","2018","276","53","81","349","VA","Albermarle"
"3117","Champion","MULLEIN NIGHTSHADE","Potato-tree","Solanum erianthum","2003","21","9","8","32","TX","Weslaco"
"5148","Co-Champion","MYRTLE-OF-THE-RIVER","","Calyptranthes zuzygium","2012","14","25","9","41","FL","Miami-Dade"
"5147","Co-Champion","MYRTLE-OF-THE-RIVER","","Calyptranthes zuzygium","2012","14","24","14","42","FL","Miami-Dade"
"4631","Champion","NANNYBERRY","","Viburnum lentago","2009","27","25","5","53","NY","Monroe"
"5144","Champion","NECTANDRA","Florida","Nectandra coriacea","2012","27","27","20","59","FL","Miami-Dade"
"5269","Champion","NESTEGIS","Hawaii olive","Nestegis sandwicensis","2013","204.52","32","42.58","247","HI","Hawaii"
"3121","Champion","OAK","Ajo","Quercus turbinella var. ajoensis","1993","66","30","35","105","AZ","Organ Pipe Cactus NM"
"3123","Champion","OAK","Arkansas","Quercus arkansana","1997","158","100","110","286","MS","Covington"
"4102","Champion","OAK","Bigelow","Quercus sinuata var. breviloba","2007","124","46","78","190","TX","Austin"
"3126","Champion","OAK","Black","Quercus velutina","1989","347","78","89","447","CT","Hartford"
"5468","Champion","OAK","Blackjack","Quercus marilandica","2014","115","95","74","229","NC","Chatham"
"4402","Champion","OAK","Blue","Quercus douglasii","2009","146","71","79","237","CA","Mariposa"
"5829","Co-Champion","OAK","Bluejack","Quercus incana","2016","102","54","54","170","TX","Smith"
"4676","Co-Champion","OAK","Bluejack","Quercus incana","2010","97","58","61","170","LA","Vernon"
"4453","Champion","OAK","Bluff","Quercus austrina","2009","128","129","70","275","FL","Wakulla"
"4798","Champion","OAK","Bur","Quercus macrocarpa","2011","295","99","128","426","IN","Posey"
"5374","Champion","OAK","California black","Quercus kelloggii","2013","317","108","97","449","CA","Buck Meadows"
"5133","Champion","OAK","Canyon live","Quercus chrysolepis","2012","473","124","98","622","CA","Oak Glen"
"4350","Champion","OAK","Cherrybark","Quercus pagoda","2008","331","114","138","480","VA","Portsmouth City"
"6089","Champion","OAK","Chestnut","Quercus montana","2017","335","100","91","458","NJ",""
"3660","Champion","OAK","Chinkapin","Quercus muehlenbergii","2006","311","76","69","404","KY","Harrison"
"5712","Champion","OAK","Chisos","Quercus graciliformis","2015","64","52","40","126","TX","Brewster County"
"5486","Co-Champion","OAK","Coast live","Quercus agrifolia","2014","338","65","114","432","CA","Cherry Valley"
"5732","Co-Champion","OAK","Coast live","Quercus agrifolia","2016","348","60","110","436","CA","Paso Robles"
"5623","Co-Champion","OAK","Darlington","Quercus hemisphaerica","2015","247","96","90","366","NC","Edgecombe"
"4818","Co-Champion","OAK","Darlington","Quercus hemisphaerica","2011","252","90","96","366","FL","Bay"
"5052","Co-Champion","OAK","Darlington","Quercus hemisphaerica","2012","269","82","108","378","VA","Richmond City"
"4776","Champion","OAK","Delta post","Quercus similis","2011","129","73","61","217","TX","Wood County"
"3874","Champion","OAK","Durand","Quercus sinuata var. sinuata","2007","162","107","62","285","AL","Wilcox"
"5340","Champion","OAK","Dwarf chinkapin","Quercus prinoides","2013","42","36","24","84","NY","Monroe County"
"5395","Champion","OAK","Eastern white","Quercus alba","2012","331","90","120","451","VA","Brunswick County"
"6251","Champion","OAK","Emory","Quercus emoryi","2018","209","60","75","288","NM","San Lorenzo NM"
"3150","Champion","OAK","Engelmann","Quercus engelmannii","1951","144","84","106","255","CA","Pasadena"
"3151","Champion","OAK","English","Quercus robur","","238","118","104","382","WA","Olympia"
"3152","Champion","OAK","Gambel","Quercus gambelii","2003","219","106","64","341","AZ","Coconino NF"
"3153","Champion","OAK","Georgia","Quercus georgiana","1996","77","59","65","152","GA","Clarke"
"6250","Champion","OAK","Gray","Quercus grisea","2018","203","60","72","281","NM","Hidalgo County, South of Animas NM"
"3156","Champion","OAK","Havard","Quercus havardii","1986","60","34","30","102","TX","Yoakum County"
"5668","Champion","OAK","Island live","Quercus tomentella","2015","91","52.5","60","159","CA","Santa Barbara"
"3158","Champion","OAK","Lacey","Quercus laceyi","1989","116","59","72.5","193","TX","Comal County"
"4742","Co-Champion","OAK","Laurel","Quercus laurifolia","2010","285","95","127","412","AL","Marengo"
"5175","Co-Champion","OAK","Laurel","Quercus laurifolia","2012","317","86","89","425","VA","Chesapeake City"
"3162","Champion","OAK","Live","Quercus virginiana","1976","467","68","139","570","LA","St. Tammany Parish"
"6253","Champion","OAK","Mexican blue","Quercus oblongifolia","2018","161","48","54","223","NM","Arabela NM"
"4962","Champion","OAK","Mohr","Quercus mohriana","2011","70","21","20","96","TX","Randall County"
"5749","Champion","OAK","Myrtle","Quercus myrtifolia","2016","70","41","38","121","FL","Collier"
"5833","Champion","OAK","Netleaf","Quercus rugosa","2016","91.9","54","52.5","159","AZ","Madera Canyon"
"4610","Champion","OAK","Netleaf white","Quercus polymorpha","2009","101","57","83","179","TX","Val Verde County"
"3906","Champion","OAK","Northern pin","Quercus ellipsoidalis","2006","139","103","117","271","MI","Oakland"
"3914","Co-Champion","OAK","Northern red","Quercus rubra","2006","274.5","125.58","106.83","427","WV","Ohio"
"6261","Co-Champion","OAK","Northern red","Quercus rubra","2018","291","119","117","439","OH","Rocky River Reservation"
"6068","Co-Champion","OAK","Northern red","Quercus rubra","2017","285","131","118","446","VA","Washington County"
"3169","Champion","OAK","Oglethorpe","Quercus oglethorpensis","1968","123","64","82","208","GA","Oglethorpe"
"5625","Champion","OAK","Oregon white","Quercus garryana","2014","288","97","91","408","OR","Multnomah"
"4143","Champion","OAK","Overcup","Quercus lyrata","2007","320","124","81","464","VA","Isle of Wight County"
"3145","Champion","OAK","Palmer","Quercus palmeri","1995","68","40","38","118","AZ","Yavapai"
"4791","Champion","OAK","Pin","Quercus palustris","2011","283","109","110","420","IN","Greene"
"5674","Champion","OAK","Post","Quercus stellata","2015","255","95","122","381","AL","owner's yard at 2681 6th Street; Cherokee, Alabama"
"5867","Champion","OAK","Sand live","Quercus geminata","2017","221","71","101","317","FL","Alachua"
"4849","Champion","OAK","Sand post","Quercus stellata var. margarettae","2011","193","53","92.5","269","TX","Red River County, TX"
"5054","Champion","OAK","Scarlet","Quercus coccinea","2012","201","128","122","360","NJ","Mercer"
"5450","Co-Champion","OAK","Shingle","Quercus imbricaria","1995","214.7","94","83.5","330","OH","Vinton County"
"5494","Co-Champion","OAK","Shingle","Quercus imbricaria","2014","178","130","90","331","KY","Louisville"
"3181","Co-Champion","OAK","Shumard","Quercus shumardii","2002","328.8","94","101","448","IL","Anna"
"5495","Co-Champion","OAK","Shumard","Quercus shumardii","2014","313","117","100.5","455","KY","Clay City"
"4871","Champion","OAK","Silverleaf","Quercus hypoleucoides","2011","135","57","40","202","AZ","Coronado NF"
"5594","Champion","OAK","Sonoran scrub","Quercus turbinella","2014","25","25","15","54","UT","Red Reef Trail"
"3183","Champion","OAK","Southern red","Quercus falcata","1996","341","137","118","508","GA","Upson"
"6067","Co-Champion","OAK","Swamp chestnut","Quercus michauxii","2017","276","123","109","426","VA","City of Virginia Beach"
"4797","Co-Champion","OAK","Swamp chestnut","Quercus michauxii","2011","289","108","129","429","IN","Jennings"
"4164","Champion","OAK","Swamp white","Quercus bicolor","2007","268","105","102","399","NJ","Franklin Township"
"3187","Co-Champion","OAK","Texas live","Quercus fusiformis","2002","363","35","67","415","TX","Young County"
"5684","Co-Champion","OAK","Texas live","Quercus fusiformis","2015","342","63","93","428","TX","Bosque County"
"5947","Champion","OAK","Texas red","Quercus texana","2017","189","69","105","284","KS","Crestview Park, Topeka"
"5850","Co-Champion","OAK","Turkey","Quercus laevis","2017","124","57","57","195","GA","Augusta, Ga"
"6076","Co-Champion","OAK","Turkey","Quercus laevis","2017","126","64","41","200","NC","Moore"
"4754","Champion","OAK","Valley","Quercus lobata","2010","348","153","99","526","CA","Mendocino"
"3972","Champion","OAK","Vasey","Quercus vaseyana","2007","60","33","34","102","TX","Big Bend NP"
"4970","Champion","OAK","Water","Quercus nigra","2011","310","122","116","461","MS","Mantachie"
"4145","Co-Champion","OAK","Willow","Quercus phellos","2007","308","115","125","454","VA","Chesapeake"
"6356","Co-Champion","OAK","Willow","Quercus phellos","2018","318","114","108","459","VA","Mathews County"
"5313","Co-Champion","OAK","Willow","Quercus phellos","2013","328","105","137","467","VA","Northampton County"
"3197","Champion","OLEANDER","","Nerium oleander","2003","65","30","27","102","AZ","Sun City"
"4430","Champion","ORANGE","Hardy","Poncirus trifoliata","2009","48","17","23","71","CT","New London"
"3200","Champion","ORANGE","Sour","Citrus aurantium","2004","48","23","24","77","AZ","Tucson"
"4669","Co-Champion","OSAGE-ORANGE","","Maclura pomifera","2010","319","72","85","412","DE","New Castle"
"4425","Co-Champion","OSAGE-ORANGE","","Maclura pomifera","2009","333","58","91.67","414","VA","Fairfax County"
"5006","Co-Champion","OSAGE-ORANGE","","Maclura pomifera","2011","328","65","93","416","VA","Charlotte County"
"6102","Champion","Pagoda tree","Japanese","Styphnolobium japonicum","2017","240","78","107","345","MA","29 South Water Street, Edgartown"
"3203","Champion","PALMETTO","Cabbage","Sabal palmetto","1999","69","64","17","137","FL","Lafayette"
"3207","Co-Champion","PALMETTO","Mexican","Sabal mexicana","1995","59","48","18","112","TX","San Benito"
"3206","Co-Champion","PALMETTO","Mexican","Sabal mexicana","1989","60","52","11","115","TX","Hidalgo County"
"3849","Champion","PALOVERDE","Blue","Parkinsonia florida","2007","100","40","48","152","AZ","Maricopa"
"3210","Champion","PALOVERDE","Yellow","Parkinsonia microphylla","2003","66","29","44","106","AZ","Mobile"
